2015-05-15 13:48:10.0518 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByUserName/12@akaver.com/
2015-05-15 13:48:10.3957 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: fce21a31-f8b6-45d1-ba00-76b56524b16f
2015-05-15 13:48:10.4118 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByEmail/12@akaver.com/
2015-05-15 13:48:10.4118 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: 42b5a1be-d402-456d-8a7b-d95366d4092f
2015-05-15 13:48:10.3957 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: 4c862efb-2608-4fff-a020-28cb31e607f7
2015-05-15 13:48:10.4118 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: b2eb422c-2ecb-4aa2-b4ed-89945a331b5a
2015-05-15 13:48:10.4118 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: 26345eb9-4df1-41f2-90a2-154733b807be
2015-05-15 13:48:10.4118 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: c7b2e09d-5b78-49bb-bac9-0a81a89e3118
2015-05-15 13:48:10.4118 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: eebdb3d1-96d5-40be-a44f-7beff380394c
2015-05-15 13:48:10.4358 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: 03f4bb7a-d85a-4c2b-a35b-d349ddb2169e
2015-05-15 13:48:10.4358 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: a8038a2d-be34-4cb5-a8db-71c7d68d1642
2015-05-15 13:48:10.4438 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: a8038a2d-be34-4cb5-a8db-71c7d68d1642
2015-05-15 13:48:10.4438 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: 42b5a1be-d402-456d-8a7b-d95366d4092f
2015-05-15 13:48:10.4438 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: eebdb3d1-96d5-40be-a44f-7beff380394c
2015-05-15 13:48:10.4597 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: 03f4bb7a-d85a-4c2b-a35b-d349ddb2169e
2015-05-15 13:48:10.4597 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: fce21a31-f8b6-45d1-ba00-76b56524b16f
2015-05-15 13:48:10.5157 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: 82b0e154-3422-4c4c-a169-45102df1fdcc
2015-05-15 13:48:10.5557 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: 62bd1b71-d2b5-4b30-a3e9-3a5079e07eae
2015-05-15 13:48:10.5838 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: 2151ac86-ec80-4f02-9542-6047ad8f499e
2015-05-15 13:48:10.6878 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(POST): /api/UsersInt/
2015-05-15 13:48:10.7078 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: 412ef525-c74b-4a22-9ac1-ed4d36a9124d
2015-05-15 13:48:10.7078 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: dd03fe47-626b-4c72-aea3-f597d147be14
2015-05-15 13:48:10.7078 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: d3a6365d-caf7-4b43-ab96-87c2b1300325
2015-05-15 13:48:10.7237 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: 3affde16-c9dd-4f3e-ac7e-7860489573d3
2015-05-15 13:48:10.7717 |  DEBUG |                            WebApi.Controllers.UsersIntController..ctor | d6944132-107a-404c-926c-a273ec913873
2015-05-15 13:48:11.1117 |   INFO |                                DALEF.Repositories.EFRepository`1..ctor | _instanceId: 87f7b228-598d-4194-b2b5-863a2aa09794 dbSet: System.Data.Entity.DbSet`1[Domain.IdentityModels.UserInt]
2015-05-15 13:48:14.3958 |  DEBUG |                      WebApi.Controllers.UsersIntController.PostUserInt | 12@akaver.com (11)
2015-05-15 13:48:14.5237 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: 3affde16-c9dd-4f3e-ac7e-7860489573d3
2015-05-15 13:48:14.5237 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: 412ef525-c74b-4a22-9ac1-ed4d36a9124d
2015-05-15 13:48:14.5237 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: dd03fe47-626b-4c72-aea3-f597d147be14
2015-05-15 13:48:14.6118 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: d3a6365d-caf7-4b43-ab96-87c2b1300325
2015-05-15 13:48:14.7037 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/0
2015-05-15 13:48:14.7117 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: 40341839-440e-45ff-b5c0-1c9c9b8890c1
2015-05-15 13:48:14.7117 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: e62454c2-e572-42e0-9c8a-547fa120ff9f
2015-05-15 13:48:14.7237 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: f72cce4c-f8a3-41b6-8458-dfb06d361ec9
2015-05-15 13:48:14.7237 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: a86d9843-6004-4755-af9a-1da975da79b1
2015-05-15 13:48:14.7237 |  DEBUG |                            WebApi.Controllers.UsersIntController..ctor | 06fec975-fe59-45d1-a963-6f80cd0a86ee
2015-05-15 13:48:14.7637 |   INFO |                                DALEF.Repositories.EFRepository`1..ctor | _instanceId: 21310139-8ad4-47bc-9c7c-cb7a5587086b dbSet: System.Data.Entity.DbSet`1[Domain.IdentityModels.UserInt]
2015-05-15 13:48:14.8917 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: a86d9843-6004-4755-af9a-1da975da79b1
2015-05-15 13:48:14.8917 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: 40341839-440e-45ff-b5c0-1c9c9b8890c1
2015-05-15 13:48:14.8958 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: e62454c2-e572-42e0-9c8a-547fa120ff9f
2015-05-15 13:48:14.8958 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: f72cce4c-f8a3-41b6-8458-dfb06d361ec9
2015-05-15 14:28:13.2880 |   INFO |                            DALEF.Helpers.EFRepositoryFactories.Dispose | _instanceId: c6cf14fa-b7b7-4fbd-afaf-b08c31edb51a
2015-05-15 14:28:29.5486 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /GetUserByEmail/7@akaver.com/
2015-05-15 14:28:29.6016 |   INFO |                              DALEF.Helpers.EFRepositoryFactories..ctor | _instanceId: 83c19c7d-d302-4a34-9791-9d0cb4292e31
2015-05-15 14:28:29.6166 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: 1a91c540-85ab-45bb-912b-05fa742b6ff5
2015-05-15 14:28:29.8506 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: f4b3e3aa-848e-4f88-ba94-771b748392bc
2015-05-15 14:28:29.8756 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: c4033aec-967d-45c6-8fff-125757673acf
2015-05-15 14:28:29.8886 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: 079bf690-14aa-4472-b21a-a718734f1ce5
2015-05-15 14:28:30.0636 |  DEBUG |                            WebApi.Controllers.UsersIntController..ctor | 793e74f6-3f92-4044-aea8-0b69bb030382
2015-05-15 14:28:30.2106 |   INFO |                                DALEF.Repositories.EFRepository`1..ctor | _instanceId: 542e1672-e136-4402-ba60-a3d4329ba80c dbSet: System.Data.Entity.DbSet`1[Domain.IdentityModels.UserInt]
2015-05-15 14:28:34.5906 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: 079bf690-14aa-4472-b21a-a718734f1ce5
2015-05-15 14:28:34.6076 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: 1a91c540-85ab-45bb-912b-05fa742b6ff5
2015-05-15 14:28:34.6156 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: f4b3e3aa-848e-4f88-ba94-771b748392bc
2015-05-15 14:28:34.6296 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: c4033aec-967d-45c6-8fff-125757673acf
2015-05-15 14:28:49.3353 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByUserName/13@akaver.com/
2015-05-15 14:28:49.3353 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: be14573f-45cd-46ce-99bd-1b67e266dcfd
2015-05-15 14:28:49.3353 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: f9dc32f4-a176-48f4-bf5c-34de2c6c9f86
2015-05-15 14:28:49.3353 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: 721ee778-7aaf-4d59-9b2e-b3e3704d40fd
2015-05-15 14:28:49.3353 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: 4c02e58e-5e07-4127-83a9-1ffe23636c1b
2015-05-15 14:28:49.3520 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByUserName/13@akaver.com/
2015-05-15 14:28:49.3660 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: 595a208d-aaf3-48ac-a522-1dfe106fae38
2015-05-15 14:28:49.3800 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: 85e11c59-e26f-4dd9-9786-9288d1d50cda
2015-05-15 14:28:49.3800 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: f3d8cd4c-40d2-48a7-ad1c-0a15cb6f2840
2015-05-15 14:28:49.3800 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: 36b288a9-e3ee-481a-884b-05ffa43e9051
2015-05-15 14:28:49.4220 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: 36b288a9-e3ee-481a-884b-05ffa43e9051
2015-05-15 14:28:49.4220 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByEmail/13@akaver.com/
2015-05-15 14:28:49.4270 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: 595a208d-aaf3-48ac-a522-1dfe106fae38
2015-05-15 14:28:49.4270 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: 85e11c59-e26f-4dd9-9786-9288d1d50cda
2015-05-15 14:28:49.4270 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: f3d8cd4c-40d2-48a7-ad1c-0a15cb6f2840
2015-05-15 14:28:49.4270 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: 4c02e58e-5e07-4127-83a9-1ffe23636c1b
2015-05-15 14:28:49.4270 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: be14573f-45cd-46ce-99bd-1b67e266dcfd
2015-05-15 14:28:49.4270 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: f9dc32f4-a176-48f4-bf5c-34de2c6c9f86
2015-05-15 14:28:49.4450 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: 721ee778-7aaf-4d59-9b2e-b3e3704d40fd
2015-05-15 14:28:49.4270 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: d18ad971-bfc7-4044-87f6-60b95300415d
2015-05-15 14:28:49.4670 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: 866511e0-3623-4a51-998c-9655037149eb
2015-05-15 14:28:49.4670 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: baaa40ae-dc6e-458f-96aa-70db76946b63
2015-05-15 14:28:49.4670 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: d7c014e1-bab1-4e4e-871b-6cdc7fc59b43
2015-05-15 14:28:49.4670 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByEmail/13@akaver.com/
2015-05-15 14:28:49.4740 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: ed820ffe-6ba6-49a2-8bf5-11ebc0277ce2
2015-05-15 14:28:49.4740 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: ddca89fe-0e86-4a64-8f36-c9108fb00dd7
2015-05-15 14:28:49.4740 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: 471c5c28-f7be-4b7f-9c30-cfd9f8c53377
2015-05-15 14:28:49.4740 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: c1f4158f-f4d6-4e86-acaf-795487247998
2015-05-15 14:28:49.4950 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: c1f4158f-f4d6-4e86-acaf-795487247998
2015-05-15 14:28:49.4950 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: ed820ffe-6ba6-49a2-8bf5-11ebc0277ce2
2015-05-15 14:28:49.4950 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: ddca89fe-0e86-4a64-8f36-c9108fb00dd7
2015-05-15 14:28:49.5537 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: 471c5c28-f7be-4b7f-9c30-cfd9f8c53377
2015-05-15 14:28:49.5537 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: d7c014e1-bab1-4e4e-871b-6cdc7fc59b43
2015-05-15 14:28:49.6010 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: d18ad971-bfc7-4044-87f6-60b95300415d
2015-05-15 14:28:49.6460 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: 866511e0-3623-4a51-998c-9655037149eb
2015-05-15 14:28:49.6720 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: baaa40ae-dc6e-458f-96aa-70db76946b63
2015-05-15 14:28:49.7710 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(POST): /api/UsersInt/
2015-05-15 14:28:49.7710 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: 759f2159-271a-4aa4-ae90-a9860db246d4
2015-05-15 14:28:49.7710 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: 58df5149-0290-4cc4-9573-09dea0e8df16
2015-05-15 14:28:49.7710 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: 2476284e-6f12-4920-aafc-074e38d671e1
2015-05-15 14:28:49.7710 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: d5892f6d-b1fc-4928-bb92-e9cd6d68e2d8
2015-05-15 14:28:49.7710 |  DEBUG |                            WebApi.Controllers.UsersIntController..ctor | ea266cf5-e9b6-4722-95a4-e58f37298ae5
2015-05-15 14:28:49.9190 |   INFO |                                DALEF.Repositories.EFRepository`1..ctor | _instanceId: 18c34db8-cc2a-4169-b8f8-c3fd0d4df0c2 dbSet: System.Data.Entity.DbSet`1[Domain.IdentityModels.UserInt]
2015-05-15 14:28:50.2820 |  DEBUG |                      WebApi.Controllers.UsersIntController.PostUserInt | 13@akaver.com (12)
2015-05-15 14:28:50.3080 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: d5892f6d-b1fc-4928-bb92-e9cd6d68e2d8
2015-05-15 14:28:50.3170 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: 759f2159-271a-4aa4-ae90-a9860db246d4
2015-05-15 14:28:50.3170 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: 58df5149-0290-4cc4-9573-09dea0e8df16
2015-05-15 14:28:50.3360 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: 2476284e-6f12-4920-aafc-074e38d671e1
2015-05-15 14:28:50.5540 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByUserName/13@akaver.com/
2015-05-15 14:28:50.5540 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: 95d56f56-dd14-4071-b2a8-4f7d56551a4a
2015-05-15 14:28:50.5750 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: 8d9baa0d-b77a-43d2-8a90-c89c2c63b281
2015-05-15 14:28:50.5750 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: a7c6c4e9-9fc3-4af7-ad8c-87d0b2319e77
2015-05-15 14:28:50.5860 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: 59e5c15f-724f-4bea-a937-a1cebb940a18
2015-05-15 14:28:50.6011 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByUserName/13@akaver.com/
2015-05-15 14:28:50.6011 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: f5244e05-d82d-41e0-8370-6c9b0df02c18
2015-05-15 14:28:50.6011 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: 42f654b7-6d2b-4d11-93a4-da54664c93ec
2015-05-15 14:28:50.6180 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: 2e18b30d-fb91-44b9-ad9f-136a89fdc3d8
2015-05-15 14:28:50.6180 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: c28d0c54-59ef-4687-a089-5fe829104cd6
2015-05-15 14:28:50.6540 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: c28d0c54-59ef-4687-a089-5fe829104cd6
2015-05-15 14:28:50.6540 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: f5244e05-d82d-41e0-8370-6c9b0df02c18
2015-05-15 14:28:50.6720 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: 42f654b7-6d2b-4d11-93a4-da54664c93ec
2015-05-15 14:28:50.6900 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: 2e18b30d-fb91-44b9-ad9f-136a89fdc3d8
2015-05-15 14:28:50.7181 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: 59e5c15f-724f-4bea-a937-a1cebb940a18
2015-05-15 14:28:50.7450 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: 95d56f56-dd14-4071-b2a8-4f7d56551a4a
2015-05-15 14:28:50.7940 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: 8d9baa0d-b77a-43d2-8a90-c89c2c63b281
2015-05-15 14:28:50.8420 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: a7c6c4e9-9fc3-4af7-ad8c-87d0b2319e77
2015-05-15 14:30:54.4064 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByUserName/13@akaver.com/
2015-05-15 14:30:54.4234 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: 50bf8684-e221-429c-b9b6-8002517abc07
2015-05-15 14:30:54.4374 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: d2f6c14d-c9dc-4645-ad07-3ffba55ea0a5
2015-05-15 14:30:54.4424 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: 41abcd6e-f799-4a58-8ce3-caa2680746da
2015-05-15 14:30:54.4424 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: a7a65f99-d293-4ce2-99ad-180ae7b1864e
2015-05-15 14:30:54.4584 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByUserName/13@akaver.com/
2015-05-15 14:30:54.4584 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: 9abb8e4c-a51e-4d08-9ee8-b9103b52f56b
2015-05-15 14:30:54.4584 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: 3122e83c-abac-46b9-b681-8307f3bf574a
2015-05-15 14:30:54.4584 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: b0a218f4-5fe6-4c7b-a4d6-f1d07c1813f0
2015-05-15 14:30:54.4584 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: 4704256d-a9c8-4214-a0b4-f23cae773dca
2015-05-15 14:30:54.5184 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: 4704256d-a9c8-4214-a0b4-f23cae773dca
2015-05-15 14:30:54.5624 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: 9abb8e4c-a51e-4d08-9ee8-b9103b52f56b
2015-05-15 14:30:54.5725 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: 3122e83c-abac-46b9-b681-8307f3bf574a
2015-05-15 14:30:54.6074 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: b0a218f4-5fe6-4c7b-a4d6-f1d07c1813f0
2015-05-15 14:30:54.6254 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: a7a65f99-d293-4ce2-99ad-180ae7b1864e
2015-05-15 14:30:54.6695 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: 50bf8684-e221-429c-b9b6-8002517abc07
2015-05-15 14:30:54.7505 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: d2f6c14d-c9dc-4645-ad07-3ffba55ea0a5
2015-05-15 14:30:54.8034 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: 41abcd6e-f799-4a58-8ce3-caa2680746da
2015-05-15 14:32:03.5514 |   INFO |                            DALEF.Helpers.EFRepositoryFactories.Dispose | _instanceId: 83c19c7d-d302-4a34-9791-9d0cb4292e31
2015-05-15 14:32:18.6103 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByUserName/13@akaver.com/
2015-05-15 14:32:18.6573 |   INFO |                              DALEF.Helpers.EFRepositoryFactories..ctor | _instanceId: 634125f0-ab74-4aac-a2cf-ee7ab5aceac6
2015-05-15 14:32:18.6653 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: c5a34d62-13c8-4cf3-b7f7-63ed0e06e6bf
2015-05-15 14:32:18.9133 |   INFO |                                            DALEF.WebAppEFContext..ctor | _instanceId: 76665cee-8176-406e-92b0-f5f559c15139
2015-05-15 14:32:18.9133 |   INFO |                                                        DALEF.UOW..ctor | _instanceId: 2e0e9e67-7f08-4f61-b4a0-b2e19a163dcc
2015-05-15 14:32:18.9303 |   INFO |                                          IdentityEF.UserStore`11..ctor | _instanceId: e27ba45e-94ba-4008-9935-7bd0917c7252
2015-05-15 14:32:19.1033 |  DEBUG |                            WebApi.Controllers.UsersIntController..ctor | 98637707-3037-4c7f-b669-b8ec76e62629
2015-05-15 14:32:19.2097 |  DEBUG |                WebApi.Controllers.UsersIntController.GetUserByUserName | 98637707-3037-4c7f-b669-b8ec76e62629
2015-05-15 14:32:19.2253 |   INFO |                                DALEF.Repositories.EFRepository`1..ctor | _instanceId: 4d5eb395-0ea5-4abe-9751-5e51184360b6 dbSet: System.Data.Entity.DbSet`1[Domain.IdentityModels.UserInt]
2015-05-15 14:32:23.8533 |  DEBUG |                WebApi.Controllers.UsersIntController.GetUserByUserName | Found: 13@akaver.com
2015-05-15 14:32:24.4473 |   INFO |                                        IdentityEF.UserStore`11.Dispose | _instanceId: e27ba45e-94ba-4008-9935-7bd0917c7252
2015-05-15 14:32:24.4753 |   INFO |                             DALEF.Helpers.EFRepositoryProvider.Dispose | _instanceId: c5a34d62-13c8-4cf3-b7f7-63ed0e06e6bf
2015-05-15 14:32:24.4753 |   INFO |                                          DALEF.WebAppEFContext.Dispose | Disposing: True _instanceId: 76665cee-8176-406e-92b0-f5f559c15139
2015-05-15 14:32:24.4753 |   INFO |                                                      DALEF.UOW.Dispose | Disposing: True _instanceId: 2e0e9e67-7f08-4f61-b4a0-b2e19a163dcc
2015-05-15 14:32:57.2874 |   INFO |                      WebApi.WebApiApplication.Application_BeginRequest | URL(GET): /api/UsersInt/GetUserByUserName/14@akaver.com/
2015-05-15 14:32:57.2874 |   INFO |                               DALEF.Helpers.EFRepositoryProvider..ctor | _instanceId: aef0c900-361a-433e-8859-7525d023dfac
